"","candidate.id","application.id","gender","race","candidate.source","application.review","initial.screen","tech.screen","live.interview","offer","ratings.application.review"
"200",1200,650455,"male","white","job.site","completed","completed",NA,"completed",NA,3
"201",1201,681242,"female","black/african american","indeed","completed",NA,NA,NA,NA,3
"202",1202,824189,"male","black/african american","indeed","completed",NA,NA,NA,NA,1
"203",1203,906941,"male","white","linkedin","completed","completed",NA,NA,NA,4
"204",1204,646499,"female","white","job.site","completed",NA,NA,NA,NA,3
"205",1205,245593,"male","black/african american","job.site","completed",NA,NA,NA,NA,3
"206",1206,699960,"female","white","job.site","completed",NA,NA,NA,NA,1
"207",1207,214947,"male","black/african american","linkedin","completed","completed",NA,"completed",NA,3
"208",1208,901332,"male","asian","linkedin","completed",NA,NA,NA,NA,1
"209",1209,481389,"male","black/african american","linkedin","completed",NA,NA,NA,NA,3
"210",1210,843100,"male","white","job.site","completed",NA,NA,NA,NA,2
"211",1211,153861,"female","black/african american","job.site","completed","completed",NA,"completed","completed",4
"212",1212,657744,"male","white","referral","completed",NA,NA,NA,NA,2
"213",1213,318187,"female","asian","referral","completed",NA,NA,NA,NA,2
"214",1214,117863,"female","white","linkedin","completed",NA,NA,NA,NA,2
"215",1215,313877,"female","white","indeed","completed",NA,NA,NA,NA,4
"216",1216,142054,"male","latinx","indeed","completed","completed",NA,NA,NA,3
"217",1217,519909,"male","white","job.site","completed","completed",NA,"completed",NA,3
"218",1218,333295,"male","white","job.site","completed","completed",NA,"completed",NA,3
"219",1219,410777,"male","asian","job.site","completed","completed",NA,"completed",NA,2
"220",1220,951973,"male","black/african american","linked-in","completed","completed",NA,"completed",NA,3
"221",1221,942579,"male","white","linked-in","completed","completed",NA,"completed","completed",1
"222",1222,837408,"female","black/african american","linkedin","completed",NA,NA,NA,NA,2
"223",1223,290969,"male","white","indeed","completed","completed",NA,"completed","completed",3
"224",1224,159504,"male","asian","job.site","completed",NA,NA,NA,NA,3
"225",1225,817990,"female","white","indeed","completed","completed",NA,"completed",NA,3
"226",1226,314932,"female","black/african american","linkedin","completed",NA,NA,NA,NA,3
"227",1227,935371,"female","latinx","linkedin","completed","completed",NA,"completed","completed",3
"228",1228,861300,"male","white","linkedin","completed",NA,NA,NA,NA,2
"229",1229,277968,"female","white","linkedin","completed",NA,NA,NA,NA,3
"230",1230,727723,"female","white","referral","completed",NA,NA,NA,NA,3
"231",1231,924446,"female","white","linked-in","completed","completed",NA,"completed",NA,3
"232",1232,371407,"male","white","indeed","completed",NA,NA,NA,NA,2
"233",1233,221655,"female","asian","job.site","completed","completed",NA,"completed",NA,3
"234",1234,100372,"male","asian","job.site","completed",NA,NA,NA,NA,2
"235",1235,951879,"female","asian","job.site","completed","completed",NA,"completed",NA,3
"236",1236,786039,"male","latinx","linkedin","completed",NA,NA,NA,NA,2
"237",1237,215360,"male","asian","referral","completed",NA,NA,NA,NA,1
"238",1238,107807,"male","white","job.site","completed",NA,NA,NA,NA,2
"239",1239,106498,"male","white","job.site","completed",NA,NA,NA,NA,2
"240",1240,592536,"male","asian","job.site","completed",NA,NA,NA,NA,3
"241",1241,818990,"female","white","linkedin","completed",NA,NA,NA,NA,2
"242",1242,593657,"male","black/african american","job.site","completed","completed",NA,"completed",NA,2
"243",1243,494406,"male","asian","job.site","completed",NA,NA,NA,NA,3
"244",1244,573825,"female","white","linkedin","completed","completed",NA,"completed",NA,4
"245",1245,247984,"female","asian","referral","completed","completed",NA,"completed",NA,3
"246",1246,762610,"female","white","job.site","completed",NA,NA,NA,NA,3
"247",1247,977773,"male","white","job.site","completed","completed",NA,NA,NA,2
"248",1248,460870,"male","latinx","indeed","completed",NA,NA,NA,NA,2
"249",1249,113243,"male","black/african american","indeed","completed",NA,NA,NA,NA,2
"250",1250,855879,"male","black/african american","job.site","completed",NA,NA,NA,NA,3
"251",1251,604900,"female","white","indeed","completed","completed",NA,"completed",NA,2
"252",1252,664580,"male","white","job.site","completed","completed","completed","completed",NA,3
"253",1253,740113,"male","asian","job.site","completed","completed","completed","completed","completed",2
"254",1254,111496,"male","asian","job.site","completed",NA,NA,NA,NA,3
"255",1255,738650,"female","white","linkedin","completed",NA,NA,NA,NA,2
"256",1256,498590,"male","asian","linkedin","completed",NA,NA,NA,NA,2
"257",1257,904941,"male","white","job.site","completed",NA,NA,NA,NA,4
"258",1258,334570,"male","white","Referral","completed",NA,NA,NA,NA,3
"259",1259,501591,"male","black/african american","job.site","completed","completed",NA,"completed","completed",4
"260",1260,588986,"male","latinx","indeed","completed",NA,NA,NA,NA,3
"261",1261,818002,"female","black/african american","indeed","completed",NA,NA,NA,NA,2
"262",1262,947062,"male","latinx","job.site","completed",NA,NA,NA,NA,3
"263",1263,498238,"male","asian","indeed","completed",NA,NA,NA,NA,3
"264",1264,831081,"male","asian","job.site","completed",NA,NA,NA,NA,3
"265",1265,964698,"female","latinx","job.site","completed",NA,NA,NA,NA,2
"266",1266,968105,"female","asian","job.site","completed",NA,NA,NA,NA,3
"267",1267,170299,"male","white","job.site","completed","completed",NA,"completed","completed",3
"268",1268,893375,"female","white","linkedin","completed",NA,NA,NA,NA,3
"269",1269,919707,"female","asian","job.site","completed",NA,NA,NA,NA,3
"270",1270,813525,"male","white","referral","completed",NA,NA,NA,NA,3
"271",1271,532814,"female","white","indeed","completed",NA,NA,NA,NA,2
"272",1272,163595,"female","black/african american","referral","completed",NA,NA,NA,NA,3
"273",1273,933665,"female","latinx","indeed","completed",NA,NA,NA,NA,3
"274",1274,594723,"male","latinx","linkedin","completed","completed",NA,NA,NA,3
"275",1275,143050,"female","white","linkedin","completed","completed",NA,NA,NA,3
"276",1276,944532,"male","white","indeed","completed",NA,NA,NA,NA,3
"277",1277,532699,"female","white","job.site","completed",NA,NA,NA,NA,4
"278",1278,881247,"male","white","referral","completed",NA,NA,NA,NA,3
"279",1279,903040,"male","white","indeed","completed","completed","completed","completed",NA,4
"280",1280,176077,"male","white","linkedin","completed","completed",NA,"completed",NA,2
"281",1281,500969,"male","white","indeed","completed",NA,NA,NA,NA,2
"282",1282,350883,"female","white","linkedin","completed",NA,NA,NA,NA,3
"283",1283,496480,"male","white","indeed","completed",NA,NA,NA,NA,2
"284",1284,506229,"female","white","job.site","completed",NA,NA,NA,NA,2
"285",1285,830061,"male","white","job.site","completed",NA,NA,NA,NA,3
"286",1286,707463,"female","white","job.site","completed",NA,NA,NA,NA,3
"287",1287,523956,"male","white","indeed","completed","completed","completed","completed",NA,2
"288",1288,679844,"male","latinx","job.site","completed",NA,NA,NA,NA,4
"289",1289,601036,"female","black/african american","job.site","completed",NA,NA,NA,NA,3
"290",1290,972894,"male","asian","linkedin","completed","completed","completed","completed",NA,3
"291",1291,754585,"male","asian","job.site","completed",NA,NA,NA,NA,3
"292",1292,285668,"male","asian","job.site","completed",NA,NA,NA,NA,2
"293",1293,934470,"female","white","job.site","completed","completed",NA,"completed","completed",3
"294",1294,225074,"male","asian","linkedin","completed",NA,NA,NA,NA,3
"295",1295,442533,"female","white","linked-in","completed",NA,NA,NA,NA,3
"296",1296,254752,"male","asian","Referral","completed","completed",NA,"completed",NA,3
"297",1297,973029,"male","latinx","job.site","completed","completed",NA,NA,NA,3
"298",1298,334832,"male","black/african american","job.site","completed","completed",NA,"completed","completed",4
"299",1299,864330,"male","asian","indeed","completed",NA,NA,NA,NA,2
"300",1300,722726,"male","white","job.site","completed",NA,NA,NA,NA,3
"301",1301,546300,"female","white","indeed","completed",NA,NA,NA,NA,3
"302",1302,848201,"male","white","linkedin","completed",NA,NA,NA,NA,3
"303",1303,991117,"male","latinx","job.site","completed","completed",NA,NA,NA,3
"304",1304,974815,"female","black/african american","job.site","completed",NA,NA,NA,NA,2
"305",1305,219602,"female","asian","referral","completed",NA,NA,NA,NA,2
"306",1306,882698,"male","asian","referral","completed",NA,NA,NA,NA,3
"307",1307,657714,"male","black/african american","referral","completed",NA,NA,NA,NA,3
"308",1308,961023,"female","asian","Referral","completed",NA,NA,NA,NA,2
"309",1309,881226,"female","black/african american","job.site","completed",NA,NA,NA,NA,3
"310",1310,134829,"male","latinx","indeed","completed","completed",NA,NA,NA,2
"311",1311,917700,"male","asian","indeed","completed",NA,NA,NA,NA,2
"312",1312,357570,"male","white","indeed","completed","completed",NA,"completed",NA,2
"313",1313,199283,"female","asian","job.site","completed","completed",NA,NA,NA,3
"314",1314,706486,"male","asian","indeed","completed","completed",NA,"completed",NA,4
"315",1315,803913,"female","white","job.site","completed",NA,NA,NA,NA,3
"316",1316,730939,"male","latinx","indeed","completed","completed",NA,NA,NA,1
"317",1317,446385,"male","white","job.site","completed","completed","completed",NA,NA,3
"318",1318,646977,"male","black/african american","job.site","completed",NA,NA,NA,NA,2
"319",1319,968850,"female","latinx","indeed","completed",NA,NA,NA,NA,2
"320",1320,750120,"male","asian","job.site","completed",NA,NA,NA,NA,3
"321",1321,637906,"male","white","linkedin","completed","completed",NA,"completed",NA,2
"322",1322,479530,"male","white","job.site","completed",NA,NA,NA,NA,2
"323",1323,742821,"male","black/african american","linked-in","completed",NA,NA,NA,NA,1
"324",1324,604184,"male","white","job.site","completed","completed",NA,NA,NA,2
"325",1325,486315,"male","black/african american","job.site","completed",NA,NA,NA,NA,2
"326",1326,574369,"male","asian","indeed","completed","completed",NA,"completed",NA,2
"327",1327,363635,"male","latinx","job.site","completed",NA,NA,NA,NA,2
"328",1328,827368,"male","black/african american","job.site","completed","completed",NA,"completed",NA,2
"329",1329,211340,"male","latinx","indeed","completed","completed",NA,NA,NA,3
"330",1330,722424,"male","latinx","linked-in","completed",NA,NA,NA,NA,1
"331",1331,437854,"male","black/african american","job.site","completed","completed",NA,NA,NA,3
"332",1332,992113,"female","asian","linkedin","completed",NA,NA,NA,NA,3
"333",1333,116509,"female","latinx","linkedin","completed",NA,NA,NA,NA,3
"334",1334,529270,"male","white","linkedin","completed","completed",NA,"completed",NA,3
"335",1335,710965,"male","white","job.site","completed",NA,NA,NA,NA,3
"336",1336,916767,"male","latinx","job.site","completed","completed",NA,NA,NA,3
"337",1337,245260,"male","black/african american","linkedin","completed","completed",NA,NA,NA,3
"338",1338,440084,"male","white","referral","completed","completed","completed","completed",NA,3
"339",1339,501178,"female","latinx","job.site","completed",NA,NA,NA,NA,2
"340",1340,885582,"female","white","job.site","completed","completed",NA,"completed",NA,2
"341",1341,232446,"female","asian","referral","completed",NA,NA,NA,NA,2
"342",1342,845977,"female","white","job.site","completed",NA,NA,NA,NA,3
"343",1343,145465,"female","white","job.site","completed","completed",NA,"completed",NA,3
"344",1344,224470,"male","white","job.site","completed",NA,NA,NA,NA,2
"345",1345,898706,"male","asian","job.site","completed","completed","completed","completed",NA,2
"346",1346,823012,"male","white","job.site","completed",NA,NA,NA,NA,2
"347",1347,513704,"male","white","job.site","completed",NA,NA,NA,NA,2
"348",1348,720613,"female","white","linkedin","completed","completed",NA,"completed",NA,1
"349",1349,433158,"male","white","referral","completed","completed",NA,"completed",NA,3
"350",1350,169275,"male","black/african american","job.site","completed",NA,NA,NA,NA,1
"351",1351,508744,"male","black/african american","linkedin","completed","completed",NA,"completed",NA,2
"352",1352,371639,"male","white","job.site","completed","completed",NA,"completed","completed",1
"353",1353,422442,"male","latinx","job.site","completed",NA,NA,NA,NA,3
"354",1354,818046,"female","latinx","linkedin","completed","completed",NA,"completed","completed",3
"355",1355,862201,"male","white","indeed","completed",NA,NA,NA,NA,3
"356",1356,256634,"female","white","linkedin","completed",NA,NA,NA,NA,1
"357",1357,834949,"female","white","job.site","completed",NA,NA,NA,NA,2
"358",1358,913485,"male","black/african american","linkedin","completed",NA,NA,NA,NA,2
"359",1359,984287,"male","white","job.site","completed","completed",NA,"completed",NA,2
"360",1360,296495,"female","latinx","job.site","completed",NA,NA,NA,NA,3
"361",1361,765727,"male","asian","job.site","completed",NA,NA,NA,NA,3
"362",1362,238247,"male","white","job.site","completed",NA,NA,NA,NA,2
"363",1363,758234,"male","white","linkedin","completed",NA,NA,NA,NA,2
"364",1364,431524,"male","black/african american","linkedin","completed",NA,NA,NA,NA,2
"365",1365,147983,"male","asian","linkedin","completed","completed",NA,"completed","completed",2
"366",1366,341616,"male","white","job.site","completed",NA,NA,NA,NA,2
"367",1367,849991,"male","asian","job.site","completed","completed",NA,"completed","completed",3
"368",1368,232505,"male","white","job.site","completed",NA,NA,NA,NA,2
"369",1369,154620,"female","white","referral","completed",NA,NA,NA,NA,3
"370",1370,263812,"male","white","job.site","completed",NA,NA,NA,NA,3
"371",1371,440136,"female","white","job.site","completed",NA,NA,NA,NA,2
"372",1372,281659,"male","white","job.site","completed",NA,NA,NA,NA,1
"373",1373,727188,"male","white","linkedin","completed",NA,NA,NA,NA,3
"374",1374,228891,"male","white","linkedin","completed","completed",NA,"completed",NA,3
"375",1375,554601,"female","black/african american","linked-in","completed",NA,NA,NA,NA,3
"376",1376,762590,"male","latinx","job.site","completed",NA,NA,NA,NA,2
"377",1377,989948,"male","latinx","linkedin","completed",NA,NA,NA,NA,2
"378",1378,717019,"female","white","indeed","completed",NA,NA,NA,NA,3
"379",1379,191450,"female","white","linkedin","completed",NA,NA,NA,NA,2
"380",1380,671862,"male","white","job.site","completed",NA,NA,NA,NA,2
"381",1381,751999,"male","white","job.site","completed",NA,NA,NA,NA,2
